2022-23,Agroecology B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Environmental-Studies/Agroecology-BA
Plan One for Incoming Frosh
2nd (soph),PHYS 5A & PHYS 5L,PHYS 5C & PHYS 5N,PHYS 5B & PHYS 5M
2nd (soph),CSE 13S,CSE 16,AM 30
2nd (soph),AM 10,AM 20,CSE 101
3rd (junior),ECE 101 & ECE 101L,CSE 107,CSE 185E
3rd (junior),CSE 120,CSE 100 & CSE 100L,ECE 103 & ECE 103L
3rd (junior),,Concentration course,Concentration course
4th (senior),,,
4th (senior),CSE 121,Capstone course,Concentration course
Plan for Junior Transfers
,Fall,Winter,Spring
3rd (junior),ECE 101 & ECE 101L,CSE 107,CSE 120
3rd (junior),CSE 185E,CSE 100 & CSE 100L,CSE 121
3rd (junior),CSE 12,CSE 101,Concentration course
4th (senior),,,
4th (senior),ECE 103 & ECE 103L,Capstone course,Capstone course
2022-23,Computer Science B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Baskin-Engineering/Computer-Science-and-Engineering/Computer-Science-BA
Four-Year Plan for Students with Programming Experience
,Fall,Winter,Spring
1st (frosh),CSE 30,CSE 12,CSE 16
1st (frosh),MATH 19A,MATH 19B,
1st (frosh),,,
2nd (soph),CSE 13S,AM 10,CSE 101
2nd (soph),,,
2nd (soph),,,
3rd (junior),Breadth course 1,Breadth course 2,Breadth course 3
3rd (junior),Elective list 1,Elective list 2,
3rd (junior),,,
4th (senior),DC elective,,"Elective list 3
            (capstone)"
4th (senior),,,
First-Year Plan for Students Without Programming�Experience
,Fall,Winter,Spring
1st (frosh),CSE 20,CSE 30,CSE 12
1st (frosh),MATH 3,MATH 19A,MATH 19B
1st (frosh),,,
2nd (soph),CSE 13S,AM 10,CSE 101
2nd (soph),,CSE 16,
2nd (soph),,,
3rd (junior),Breadth course 1,Breadth course 2,Breadth course 3
3rd (junior),Elective list 1,Elective list 2,
3rd (junior),,,
4th (senior),DC elective,,"Elective list 3
            (capstone)"
4th (senior),,,
Two-Year Degree Planner for Transfer Students
,Fall,Winter,Spring
1st (junior),CSE 12,CSE 101,Breadth list 1
1st (junior),AM 10 or MATH 21,,
2nd (senior),Breadth list 2,Breadth list 3,DC elective
2nd (senior),Elective list 1,Elective list 2,"Elective list 3
            (capstone)"
2022-23,Computer Science B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Baskin-Engineering/Computer-Science-and-Engineering/Computer-Science-BS
Four-Year Plan for Students with Programming Experience
,Fall,Winter,Spring
1st (frosh),CSE 30,CSE 12,CSE 16
1st (frosh),MATH 19A,MATH 19B,AM 10
1st (frosh),,,
2nd (soph),CSE 13S,CSE 101,CSE 120
2nd (soph),AM 30,CSE 107,ECE 30
2nd (soph),,,
3rd (junior),CSE 130,CSE 102,CSE 103
3rd (junior),Elective,Elective,
3rd (junior),,,
4th (senior),Elective,CSE 114A,Capstone elective
4th (senior),DC elective,,
First-Year Plan for Students Without Programming�Experience
,Fall,Winter,Spring
1st (frosh),CSE 20,CSE 30,CSE 12
1st (frosh),MATH 3,MATH 19A,MATH 19B
1st (frosh),,,
2nd (soph),CSE 13S,,CSE 101
2nd (soph),AM 10,CSE 16,AM 30
2nd (soph),,,
3rd (junior),CSE 102,CSE 103,CSE 120
3rd (junior),Elective,CSE 107,ECE 30
3rd (junior),,,
4th (senior),CSE 114A,CSE 130,Capstone elective
4th (senior),DC Elective,Elective,
Two-Year Degree Planner for Transfer Students
,Fall,Winter,Spring
1st (junior),CSE 12,CSE 101,CSE 130
1st (junior),AM 30,CSE 120,CSE 114A
1st (junior),STAT 131,,
2nd (senior),Elective,CSE 102,Elective
2nd (senior),"CSE 185S
            (DC Elective)",Capstone elective,Elective
2022-23,Computer Science: Computer Game Design B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Baskin-Engineering/Computational-Media/Computer-Science-Computer-Game-Design-BS
Plan One
,Fall,Winter,Spring
Year 1,CSE 20,College Writing Requirement,CSE 12
Year 1,MATH 19A,MATH 19B or MATH 20B,CSE 16
Year 1,College Core,CSE 30,CSE 80K
Year 2,ARTG 80G,,ARTG 120
Year 2,MATH 21 or AM 10,FILM 80V,CSE 120
Year 2,ECE 13 or CSE 13S,CSE 101,CSE 111
Year 3,CMPM 176,Game Engineering Elective,Game Engineering Elective
Year 3,Game Engineering Elective,Game Engineering Elective,Game Engineering Elective
Year 3,,,
Year 3,,,
Year 3,,,
Year 4,CMPM 170,CMPM 171,CMPM 172
Year 4,,,
Plan Two
,Fall,Winter,Spring
Year 1,CSE 20,College Writing Requirement,CSE 12
Year 1,MATH 3,CSE 30,MATH 19B
Year 1,College Core,MATH 19A,CMPM 80K
Year 2,ARTG 80G,FILM 80V,CMPM 120
Year 2,ECE 13 or CSE 13S,MATH 21 or AM 10,ARTG 120
Year 2,CSE 16,CSE 101,CSE 111
Year 3,Game Engineering Elective,Game Engineering Elective,Game Engineering Elective
Year 3,CMPM 176,Game Engineering Elective,Game Engineering Elective
Year 3,,,
Year 3,,,
Year 4,CMPM 170,CMPM 171,CMPM 172
Year 4,,,
Plan Three
,Fall,Winter,Spring
Year 1 (Jr),[OPEN]*,CMPM 80K,CSE 111
Year 1 (Jr),ARTG 80G,FILM 80V,CMPM 120
Year 1 (Jr),,CSE 101,ARTG 120
Year 2 (Sr),CMPM 170,CMPM 171,CMPM 172
Year 2 (Sr),CMPM 176,Game Engineering 2,Game Engineering 4
2022-23,Critical Race and Ethnic Studies B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Humanities-Division/Critical-Race-and-Ethnic-Studies/Critical-Race-and-Ethnic-Studies-BA
Four-Year Sample Academic Plan For CRES Major (Frosh)
,Fall,Winter,Spring
1st (frosh),,,
1st (frosh),,,
1st (frosh),,,
2nd (soph),CRES 10,CRES 100,CRES 101
2nd (soph),,,CRES elective
2nd (soph),,,
3rd (junior),CRES elective,CRES elective,CRES elective
3rd (junior),,CRES elective,
3rd (junior),,,
4th (senior),CRES elective,CRES 190,
4th (senior),,,
Two-Year Sample Academic Plan for CRES Major (Transfer Students)
Sample Transfer-Students Academic Planner for CRES Major � Fall Admission
,Fall,Winter,Spring
1st (junior),CRES 10,CRES 100,CRES 101
1st (junior),,CRES elective,CRES elective
1st (junior),,,
2nd (senior),CRES elective,CRES elective,CRES 190
2nd (senior),CRES elective,CRES elective,
2022-23,Earth Sciences B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Physical-and-Biological-Sciences-Division/Earth-and-Planetary-Sciences/Earth-Sciences-BS
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 1A,MATH 11A or MATH 19A,"MATH 11B 
            or MATH 19B"
1st (frosh),,CHEM 1B & CHEM 1M,CHEM 1C & CHEM 1N
1st (frosh),,EART 20 & EART 20L,
2nd (soph),EART 110A*,EART 110B & EART 110M*,PHYS 6B & PHYS 6M
2nd (soph),MATH 23A or EART 111,PHYS 6A & PHYS 6L,
2nd (soph),,,
3rd (junior),EART elective,EART elective,EART 110C & EART 110N
3rd (junior),,,EART elective
3rd (junior),,,
4th (senior),EART elective,EART elective,"EART 189A*
            or senior thesis"
"EART 189A*
            or senior thesis","(sr thesis only)
EART 199�","(sr thesis only)
EART 199�",(EART 195)�
Sample Transfer (Two-Year) Planner
Year,Fall,Winter,Spring
1st (junior),EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A*,EART 110B & EART 110M,EART 110C & EART 110N
1st (junior),,,
2nd (senior),EART elective,EART elective,EART elective
2nd (senior),EART elective,EART elective,EART elective
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 1A,MATH 11A or MATH 19A,CHEM 1C & CHEM 1N
1st (frosh),EART 5 & EART 5L,CHEM 1B & CHEM 1M,MATH 11B or MATH 19B
1st (frosh),,,
2nd (soph),EART 110A*,EART 110B & EART 110M,EART 109 & EART 109L
2nd (soph),,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
2nd (soph),,,
3rd (junior),Upper-division elective,Geology  elective,EART 110C & EART 110N
3rd (junior),,,EART 120 & EART 120L
3rd (junior),,,
4th (senior),EART 150 & EART 150L,Upper-division elective,EART 189A*
4th (senior),,,
Sample Two-Year Planner
Year,Fall,Winter,Spring
1st (junior),Geology elective,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A*,EART 110B & EART 110M,EART 109 & EART 109L
1st (junior),,,
2nd (senior),EART 150 & EART 150L,Upper-division elective,EART 120 & EART 120L
2nd (senior),,Upper-division elective,EART 110C & EART 110N
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),MATH 19A,MATH 19B,CHEM 1C & CHEM 1N
1st (frosh),CHEM 1A,CHEM 1B & CHEM 1M,
1st (frosh),,EART 20 & EART 20L,
2nd (soph),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N
2nd (soph),"MATH 23A or
EART 111",PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
2nd (soph),,,
3rd (junior),EART 160,EART elective,EART elective
3rd (junior),EART 119A,,
3rd (junior),,,
4th (senior),"(Sr thesis only)
EART 199�","(Sr thesis only)
EART 199�","Sr thesis
            (EART 195)�
            or EART 189A*"
4th (senior),,EART 162,EART elective
Sample Two-Year Planner
Year,Fall,Winter,Spring
1st (junior),EART 160,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N
1st (junior),,,
2nd (senior),EART 111,EART 162,EART elective
2nd (senior),EART 119A,EART elective,EART elective
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 1A,CHEM 1B & CHEM 1M,CHEM 1C & CHEM 1N
1st (frosh),,MATH 11A or MATH 19A,MATH 11B or MATH 19B
1st (frosh),,EART 20 & EART 20L,
2nd (soph),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N
2nd (soph),BIOE 20C,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
2nd (soph),,,
3rd (junior),EART elective,OCEA 101,EART elective
3rd (junior),MATH 23A or EART 111,EART elective,
3rd (junior),,,
4th (senior),"(Sr thesis only)
EART 199�",EART elective,
4th (senior),,"(Sr thesis only)
EART 199�","Senior thesis
            (EART 195)�
            or EART 189A*"
Sample Two-Year Planner
Year,Fall,Winter,Spring
1st (junior),EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A,EART 110B & EART 110M,EART 110C & EART 110N
1st (junior),,,
2nd (senior),EART elective,EART elective,EART elective
2nd (senior),EART elective,OCEA 101,"EART 189A*
            or senior thesis
            (EART 195)�"
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 1A,CHEM 1B & CHEM 1M,CHEM 1C & CHEM 1N
1st (frosh),,MATH 11A or MATH 19A,MATH 11B or MATH 19B
1st (frosh),,EART 20 & EART 20L,
2nd (soph),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N
2nd (soph),MATH 23A or EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
2nd (soph),,AM 10,
3rd (junior),EART elective,OCEA 101,EART elective
3rd (junior),EART 119A or EART 112,EART elective,
3rd (junior),,EART 118 or EART 126 or EART 162,
4th (senior),EART 199� (Sr thesis only),EART 191C,"Senior thesis
            (EART 195)�"
"Senior thesis
            (EART 195)�",,EART elective,
Sample Two-Year Planner
Year,Fall,,Winter,Spring
1st (junior),MATH 23A or EART 111,,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A,,EART 110B & EART 110M,EART 110C & EART 110N
1st (junior),EART 119A or EART 112,,EART 118 or EART 126 or EART 162,AM 10
2nd (senior),EART elective,,EART elective,EART elective
2nd (senior),EART elective,,"(Sr thesis only)
EART 199�","Senior thesis
            (EART 195)�"
2022-23,Anthropology Combined Major B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Physical-and-Biological-Sciences-Division/Earth-and-Planetary-Sciences/Earth-SciencesAnthropology-Combined-Major-BA
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),ANTH 1,ANTH 2,ANTH 3
1st (frosh),,,EART 10 & EART 10L
1st (frosh),,,
2nd (soph),MATH 11A or MATH 19A,MATH 11B or MATH 19B,"CHEM, PHYS or BIO"
2nd (soph),ANTH elective,"CHEM, PHYS or BIO","CHEM, PHYS or BIO"
2nd (soph),,,
3rd (junior),EART 110A,EART elective,ANTH elective
3rd (junior),"CHEM, PHYS or BIO","CHEM, PHYS or BIO",EART elective
3rd (junior),,,
4th (senior),ANTH elective,EART elective,ANTH elective
4th (senior),Sr comp,Sr comp,Sr comp
Sample Two-Year Planner
Year,Fall,Winter,Spring
1st (junior),ANTH 1,EART elective,EART elective
1st (junior),EART 5 & EART 5L,ANTH elective,ANTH elective
1st (junior),,,
2nd (senior),ANTH elective,ANTH elective,"ANTH 194+
            or ANTH 196+
            or EART 189A*
            or sr thesis
            (EART 195)�"
2nd (senior),EART 110A*,EART elective,
2022-23,Ecology and Evolution B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Physical-and-Biological-Sciences-Division/Ecology-and-Evolutionary-Biology/Ecology-and-Evolution-BS
Sample Frosh Planner
1st (frosh),BIOE 20C,MATH 11A or MATH 19A,MATH 11B or MATH 19B
1st (frosh),,CHEM 1A,CHEM 1B
1st (frosh),,,
2nd (soph),BIOL 20A,BIOE 20B,STAT 7 & STAT 7L
2nd (soph),CHEM 1C & CHEM 1N,PHYS 6A & PHYS 6L,PHYS 6B or PHYS 6C
2nd (soph),,,
3rd (junior),BIOL 105,Physiology core,BIOE 109
3rd (junior),BIOE 107,*ECEV topical elective,Organismal core
3rd (junior),,,
4th (senior),*ECEV topical elective,*ECEV topical elective,EEB general elective
4th (senior),,EEB general elective,EEB general elective
Sample Transfer Planner
,Fall,Winter,Spring
3rd (junior),BIOL 105,BIOE 107,BIOE 109
3rd (junior),*ECEV topical elective,*ECEV topical elective,EEB general elective
3rd (junior),STAT 7 & STAT 7L,,
4th (senior),Organismal core,*ECEV topical elective,Physiology core
4th (senior),EEB general elective,EEB general elective,
2022-23,Economics B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Economics/Economics-BA
Sample Frosh Planner
,Fall,Winter,Spring
1st (frosh),Course,Course,Course
1st (frosh),MATH 3 or AM 3,ECON 1,ECON 2
1st (frosh),,AM 11A/ECON 11A,AM 11B/ECON 11B
2nd (soph),ECON 100A,ECON 100B,ECON 113
2nd (soph),,STAT 17 & STAT 17L,
2nd (soph),,,
3rd (junior),ECON elective,ECON elective,ECON elective
3rd (junior),,Field Study (Internship) optional,Field Study optional
3rd (junior),,,
4th (senior),ECON elective,ECON 104 or ECON 197,ECON elective
4th (senior),,,
Sample Transfer Planner
,Fall,Winter,Spring
3rd (junior),AM 11B/ECON 11B,ECON 100A,ECON 100B
3rd (junior),ECON elective,,ECON elective
3rd (junior),,,STAT 17 & STAT 17L
4th (senior),ECON 113,ECON elective,Field Study optional
4th (senior),ECON elective,ECON 104 or ECON 197 (DC),ECON elective
2022-23,Mathematics Combined B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Economics/EconomicsMathematics-Combined-BA
Sample Frosh Planner
1st (frosh),Fall,Winter,Spring
1st (frosh),MATH 19A,MATH 19B,ECON 2
1st (frosh),,ECON 1,
1st (frosh),,,
2nd (soph),MATH 23A,ECON 100A,ECON 100B
2nd (soph),MATH 21,MATH 23B,MATH 100
2nd (soph),,,
3rd (junior),MATH 105A,ECON 113,Econ elective
3rd (junior),STAT 17 & STAT 17L,Math elective,Math elective
3rd (junior),,,
4th (senior),Econ elective,Math elective,Field Study (optional)
4th (senior),,"ECON 104 or
ECON 197",
Sample Transfer Planner One
,Fall,Winter,Spring
3rd (junior),MATH 19B,MATH 22 or MATH 23A,MATH 23B*
3rd (junior),MATH 21,MATH 100,Math elective
3rd (junior),Econ elective,,
4th (senior),ECON 100A,ECON 113,ECON 100B
4th (senior),MATH 105A,Econ elective,Math elective
Sample Transfer Planner Two
,Fall,Winter,Spring
3rd (junior),ECON 100A,ECON 100B,ECON 113
3rd (junior),MATH 23B,MATH 21,MATH 100
3rd (junior),,STAT 17 & STAT 17L,
4th (senior),MATH 105A,Econ elective,Econ elective
4th (senior),Math elective,"ECON 104 or
ECON 197",Math elective
2022-23,"Education, Democracy, and Justice B.A.",https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Education/Education-Democracy-and-Justice-BA
Plan One for Incoming Frosh
Year,Fall,Winter,Spring
1st (frosh),EDUC 60,,EDUC 10
1st (frosh),,,
1st (frosh),,,
2nd (soph),,,
2nd (soph),,,
2nd (soph),,,
3rd (junior),EDUC 180,EDUC elective,EDUC elective
3rd (junior),,EDUC elective,
3rd (junior),,,
4th (senior),EDUC elective,EDUC elective,EDUC 190
4th (senior),EDUC elective,,
Plan Two for Incoming Frosh
Year,Fall,Winter,Spring
1st (frosh),EDUC 10,,EDUC 60
1st (frosh),,,
1st (frosh),,,
2nd (soph),,,
2nd (soph),,,
2nd (soph),,,
3rd (junior),EDUC elective,EDUC 110,EDUC elective
3rd (junior),EDUC elective,,
3rd (junior),,,
4th (senior),EDUC elective,EDUC elective,EDUC 190
4th (senior),EDUC elective,,
Sample Plan One Transfer Planner
Year,Fall,Winter,Spring
3rd (junior),EDUC 60*,EDUC 180,EDUC 10*
3rd (junior),EDUC elective,,EDUC elective
3rd (junior),,,
4th (senior),EDUC elective,EDUC elective,EDUC 190
4th (senior),EDUC elective,EDUC elective,
Plan Two for Transfer Students
Year,Fall,Winter,Spring
3rd (junior),EDUC 10*,EDUC 110,EDUC 60*
3rd (junior),EDUC elective,,EDUC elective
3rd (junior),,,
4th (senior),EDUC elective,EDUC elective,EDUC 190
4th (senior),EDUC elective,EDUC elective,
2022-23,Electrical Engineering B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Baskin-Engineering/Electrical-and-Computer-Engineering/Electrical-Engineering-BS
Plan for Entering Frosh
,Fall,Winter,Spring
1st (frosh),MATH 19A,MATH 19B,AM 10
1st (frosh),CSE 12*,PHYS 5A & PHYS 5L,PHYS 5B & PHYS 5M
1st (frosh),,ECE 80T,ECE 13
2nd (soph),MATH 23A,ECE 101 & ECE 101L,MATH 23B
2nd (soph),CSE 100 & CSE 100L,AM 20,ECE 103 & ECE 103L
2nd (soph),PHYS 5C & PHYS 5N,,
3rd (junior),STAT 131,Design elective,Upper-division elective
3rd (junior),ECE 171 & ECE 171L,ECE 151,ECE 135 & ECE 135L
3rd (junior),PHYS 5D,,
4th (senior),ECE 129A,ECE 129B,ECE 129C
4th (senior),ECE 102 & ECE 102L,Upper-division elective,Upper-division elective
Plan for Junior Transfer Students*
,Fall,Winter,Spring
1st (junior),ECE 101 & ECE 101L,ECE 171 & ECE 171L,ECE 103 & ECE 103L
1st (junior),CSE 100 & CSE 100L,STAT 131,Design elective
1st (junior),PHYS 5D or MATH 23B,ECE 13 or MATH 23B,
2nd (senior),ECE 129A,ECE 129B,ECE 129C
2nd (senior),ECE 102 & ECE 102L,ECE 151,ECE 135 & ECE 135L
2022-23,Environmental Sciences B.S.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Physical-and-Biological-Sciences-Division/Earth-and-Planetary-Sciences/Environmental-Sciences-BS
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 1A,MATH 11A,MATH 11B
1st (frosh),,CHEM 1C & CHEM 1N,
1st (frosh),,EART 20 & EART 20L,
2nd (soph),ESCI 30,ESCI 100A,ESCI 100B
2nd (soph),PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,"Upper-division
            elective"
2nd (soph),,,
3rd (junior),ESCI 160,ENVS 25,"Upper-division
            elective"
3rd (junior),,"Upper-division
            elective",
3rd (junior),,,
4th (senior),"Upper-division
            elective","Upper-division
            elective",ESCI 191 or ESCI 195*
4th (senior),,,
Sample Transfer (Two-Year) Planner
Year,Fall,Winter,Spring
3rd (junior),ESCI 30,ENVS 25,ESCI 100B
3rd (junior),ESCI 160,ESCI 100A,EART 20 & EART 20L
3rd (junior),,,
4th (senior),"Upper-division
            elective","Upper-division
            elective","ESCI 191 or
ESCI 195*"
4th (senior),"Upper-division
            elective","Upper-division
            elective","Upper-division
            elective"
2022-23,Environmental Studies B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Environmental-Studies/Environmental-Studies-BA
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),MATH 3 or AM 3,"SOC/ANTH/PHIL
            course","ENVS 23 or
CHEM 1A"
1st (frosh),,ENVS 25,
1st (frosh),,,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,Upper-division ENVS
2nd (soph),STAT 7 & STAT 7L,,
2nd (soph),,,
3rd (junior),"Upper-division ENVS
            (social science)","Upper-division ENVS
            (natural science)",Upper-division ENVS
3rd (junior),,,
3rd (junior),,,
4th (senior),Upper-division ENVS,Upper-division ENVS,Upper-division ENVS
4th (senior),,,"Comprehensive 
            requirement"
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division ENVS
3rd (junior),,Upper-division ENVS,"Upper-division ENVS
            (social science)"
3rd (junior),,,
4th (senior),Upper-division ENVS,Upper-division ENVS,"Comprehensive
            requirement"
4th (senior),Upper-division ENVS,"Upper-division ENVS
            (natural science)",
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),MATH 3 or AM 3,ENVS 25,ENVS 23 or CHEM 1A
1st (frosh),,SOC/ANTH/PHIL course,
1st (frosh),,,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,ENVS upper-division
2nd (soph),STAT 7 & STAT 7L,,
2nd (soph),,,
3rd (junior),ENVS 115A & ENVS 115L,ENVS 115B,ENVS 115C
3rd (junior),,,
3rd (junior),,,
4th (senior),"ENVS upper-division
            (social science)","ENVS upper-division
            (natural science)",ENVS upper-division
4th (senior),,,"Comprehensive
            requirement"
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,ENVSupper-division
1st (junior),,"ENVS upper-division
            (social science)","ENVS upper-division
            (natural science)"
1st (junior),,,
2nd (senior),ENVS 115A & ENVS 115L,ENVS 115B,ENVS 115C
2nd (senior),,ENVS upper-division,"Comprehensive
            requirement"
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),"MATH 3
            or AM 3",ENVS 25,"ENVS 23
            or CHEM 1A"
1st (frosh),,SOC/ANTH/PHIL course,
1st (frosh),,,
2nd (soph),"ENVS 24
            or BIOE 20C",ENVS 100 & ENVS 100L*,"ENVS 147
            or ENVS 172"
2nd (soph),STAT 7 & STAT 7L,,
2nd (soph),,,
3rd (junior),"ENVS 158
            or ENVS 173","ENVS upper-division
            (concentration elective)","ENVS upper-division
            (concentration elective)"
3rd (junior),,,
3rd (junior),,,
4th (senior),"ENVS upper-division
            (natural science)",ENVS upper-division,ENVS upper-division
4th (senior),,,"Comprehensive
            requirement"
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,"ENVS upper-division
            (concentration elective)"
1st (junior),,"ENVS 147
            or ENVS 172",
1st (junior),,,
2nd (senior),"ENVS 158
            or ENVS 173","ENVS upper-division
            (concentration elective)",ENVS upper-division
2nd (senior),"ENVS upper-division
            (natural science)",ENVS upper-division,"Comprehensive
            requirement"
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),MATH 3 or AM 3,ENVS 25,ENVS 23 or CHEM 1A
1st (frosh),,SOC/ANTH/PHIL course,
1st (frosh),,,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,ENVS 140 or ENVS 150
2nd (soph),STAT 7 & STAT 7L,,
2nd (soph),,,
3rd (junior),ENVS 120 or ENVS 160,"ENVS upper-division
            (concentration elective)","ENVS upper-division
            (concentration elective)"
3rd (junior),,,
3rd (junior),,,
4th (senior),ENVS upper-division,"ENVS upper-division
            (field course)",ENVS upper-division
4th (senior),,,"Comprehensive
            requirement"
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,ENVS 140 or ENVS 150
1st (junior),,,"ENVS upper-division
            (concentration elective)"
1st (junior),,,
2nd (senior),ENVS 120 or ENVS 160,"ENVS upper-division
            (concentration elective)",ENVS upper-division
2nd (senior),"ENVS upper-division
            (field course)",ENVS upper-division,"Comprehensive
            requirement"
2022-23,Biology Combined Major B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Environmental-Studies/Environmental-StudiesBiology-Combined-Major-BA
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),MATH 3 or AM 3,CHEM 1A,CHEM 1B
1st (frosh),,ENVS 25,"SOCY/ANTH/PHIL
            course"
1st (frosh),,,
2nd (soph),BIOE 20C,ENVS 100 & ENVS 100L*,BIOE 20B
2nd (soph),STAT 7 & STAT 7L,BIOL 20A,CHEM 1C & CHEM 1N
2nd (soph),,,
3rd (junior),BIOL 105,BIOE 109,Upper-division BIOE
3rd (junior),Upper-division ENVS,PHYS 1,Upper-division ENVS
3rd (junior),,,
4th (senior),Upper-division BIOE,Upper-division BIOE,"Comprehensive 
            requirement"
4th (senior),"Upper-division ENVS
            (social sciences)",,
This plan does not explicitly show the required lab course among the ENVS or BIOE electives.
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division ENVS
3rd (junior),,BIOL 105,BIOE 109
3rd (junior),,,
4th (senior),"Upper-division ENVS
            (social sciences)",Upper-division ENVS,Upper-division BIOE
4th (senior),Upper-division BIOE,Upper-division BIOE,"Comprehensive
            requirement"
2022-23,Earth Sciences Combined Major B.A.,https://catalog.ucsc.edu/en/2022-2023/General-Catalog/Academic-Units/Social-Sciences-Division/Environmental-Studies/Environmental-StudiesEarth-Sciences-Combined-Major-BA
Plan One for Incoming Frosh
,Fall,Winter,Spring
1st (frosh),MATH 3 or AM 3,ENVS 25,CHEM 1A
1st (frosh),,EART 5 & EART 5L,"SOCY/ANTH/PHIL
            course"
1st (frosh),,,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,CHEM 1B & CHEM 1M
2nd (soph),STAT 7 & STAT 7L,MATH 11A,"PHYS 6A & PHYS 6L or
PHYS 5A & PHYS 5L"
2nd (soph),,,
3rd (junior),CHEM 1C & CHEM 1N,Upper-division ENVS,"PHYS 6B & PHYS 6M or
PHYS 5B & PHYS 5M"
3rd (junior),MATH 11B,EART 110B & EART 110M,Upper-division ENVS
3rd (junior),,,
4th (senior),Upper-division EART,Upper-division EART,Upper-division EART
4th (senior),"Upper-division ENVS
            (social sciences)",,"Comprehensive 
            requirement"
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division EART
3rd (junior),MATH 11B,EART 110B & EART 110M,Upper-division ENVS
3rd (junior),,,
